adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/7kQvHmGyKJv2wSKVfCUux50rd7A.jpg,[878],920342,zh,异兽战场,"The soldier king Qin Yang's fiancée Ye Qin met with an unknown beast and died tragically. Gu Ping invites him to participate in Ye Qin's scientific research before her death. But Gu Ping is using Ye Qin's research results to combine the genes of unknown beasts to create the ""Zero"" dragon creature. The intelligent dragon creature, coupled with the extra-terrestrial beast evolved by devouring,  an imminent city war is coming...",364.529,/nBVYp2xxx2R02n21EGlDky8CgWR.jpg,2021-12-27,Monster's Battlefield,False,7.12,46
False,/kGWpaisyiOrOhkjn5FviMRUaoCb.jpg,"[18, 10751]",1107387,zh,忠犬八公,"This is the story of a puppy that touched hundreds of millions of people around the world. Hachiko is a cute Chinese pastoral dog. He met his destined owner Chen Jingxiu in the vast crowd and became a member of the Chen family. With the passage of time, the once beautiful home is no longer there, but Batong is still waiting where it is, and its fate is closely tied to its family.",424.222,/ofDUfrf3TOqvUxDrkYBgeBBaii7.jpg,2023-03-31,Hachiko,False,7.978,68
False,/yF1eOkaYvwiORauRCPWznV9xVvi.jpg,"[28, 12, 878]",298618,en,The Flash,"When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",502.539,/rktDFPbfHfUbArZ6OOOKsXcv0Bm.jpg,2023-06-13,The Flash,False,6.733,3936
False,/gqrnQA6Xppdl8vIb2eJc58VC1tW.jpg,"[28, 12, 878]",76341,en,Mad Max: Fury Road,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",352.96,/hA2ple9q4qnwxp3hKVNhroipsir.jpg,2015-05-13,Mad Max: Fury Road,False,7.599,21859
False,/oe7mWkvYhK4PLRNAVSvonzyUXNy.jpg,"[28, 53]",359410,en,Road House,"Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.",386.494,/qbzMVUcNvT4bfRWniuOGGvZJJim.jpg,2024-03-08,Road House,False,7.02,1850
False,/ySgY4jBvZ6qchrxKnBg4M8tZp8V.jpg,"[27, 53]",1111873,en,Abigail,"A group of criminals kidnaps a teenage ballet dancer, the daughter of a notorious gang leader, in order to obtain a ransom of $50 million, but over time, they discover that she is not just an ordinary girl. After the kidnappers begin to diminish, one by one, they discover, to their increasing horror, that they are locked inside with an unusual girl.",349.553,/5gKKSoD3iezjoL7YqZONjmyAiRA.jpg,2024-04-18,Abigail,False,6.816,651
False,/pRSTtNlcADoQkfeBGtFQNE1FDpb.jpg,"[28, 53, 878]",5548,en,RoboCop,"In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.",412.548,/hHtOgGb3NihlyRATHlKPaFApbrd.jpg,1987-07-17,RoboCop,False,7.32,4916
False,/tpiqEVTLRz2Mq7eLq5DT8jSrp71.jpg,"[878, 28, 18]",934632,en,Rebel Moon - Part Two: The Scargiver,"The rebels gear up for battle against the ruthless forces of the Motherworld as unbreakable bonds are forged, heroes emerge — and legends are made.",326.509,/cxevDYdeFkiixRShbObdwAHBZry.jpg,2024-04-19,Rebel Moon - Part Two: The Scargiver,False,6.1,831
False,/en971MEXui9diirXlogOrPKmsEn.jpg,"[28, 12, 35]",293660,en,Deadpool,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",455.6,/fSRb7vyIP8rQpL0I47P3qUsEKX3.jpg,2016-02-09,Deadpool,False,7.613,29970
False,/sI6uCeF8mUlZx22mFfHSi9W3XQ9.jpg,"[10749, 35, 18]",843527,en,The Idea of You,"Solène, a 40-year-old single mom, begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet. When Solène must step in to chaperone her teenage daughter's trip to the Coachella Music Festival after her ex bails at the last minute, she has a chance encounter with Hayes and there is an instant, undeniable spark. As they begin a whirlwind romance, it isn't long before Hayes' superstar status poses unavoidable challenges to their relationship, and Solène soon discovers that life in the glare of his spotlight might be more than she bargained for.",331.109,/zDi2U7WYkdIoGYHcYbM9X5yReVD.jpg,2024-05-02,The Idea of You,False,7.416,953
False,/fOy2Jurz9k6RnJnMUMRDAgBwru2.jpg,"[16, 10751, 35, 14]",508947,en,Turning Red,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",444.763,/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,2022-03-10,Turning Red,False,7.389,4981
False,/2nqr42Dvh6GMVECYjVG82zzJL7N.jpg,"[16, 35, 10770]",1290938,en,South Park: The End of Obesity,"The advent of new weight loss drugs has a huge impact on everyone in South Park. When Cartman is denied access to the life-changing medicine, the kids jump into action.",313.85,/zxM1AIKBP83plf2buLR0cbGfvl2.jpg,2024-05-24,South Park: The End of Obesity,False,8.051,49
False,/j29ekbcLpBvxnGk6LjdTc2EI5SA.jpg,"[16, 10751, 12, 18, 35]",150540,en,Inside Out,"From an adventurous balloon ride above the clouds to a monster-filled metropolis, Academy Award®-winning director Pete Docter (“Monsters, Inc.,” “Up”) has taken audiences to unique and imaginative places. In Disney and Pixar’s original movie “ Inside Out,” he will take us to the most extraordinary location of all—inside the mind.",399.57,/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,2015-06-09,Inside Out,False,7.914,20408
False,/wh4ze6klUbeichAj603OKZwY1W5.jpg,"[28, 53, 878]",218,en,The Terminator,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",544.967,/qvktm0BHcnmDpul4Hz01GIazWPr.jpg,1984-10-26,The Terminator,False,7.666,12603
False,/icmmSD4vTTDKOq2vvdulafOGw93.jpg,"[28, 878]",603,en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",484.335,/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,1999-03-31,The Matrix,False,8.217,24975
False,/AmR3JG1VQVxU8TfAvljUhfSFUOx.jpg,"[27, 878]",348,en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",485.236,/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,1979-05-25,Alien,False,8.154,14017
False,/kaIfm5ryEOwYg8mLbq8HkPuM1Fo.jpg,"[28, 12, 878]",284053,en,Thor: Ragnarok,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",521.087,/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,2017-10-02,Thor: Ragnarok,False,7.593,20261
False,/9X7YweCJw3q8Mcf6GadxReFEksM.jpg,"[28, 18, 878]",263115,en,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",483.552,/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg,2017-02-28,Logan,False,7.818,18760
False,/70Rm9ItxKuEKN8iu6rNjfwAYUCJ.jpg,"[27, 53, 9648]",760104,en,X,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",481.533,/A7YPhQKdcr6XB1kCUdS4tHifYWd.jpg,2022-03-17,X,False,6.731,2811
False,/3RWsSQlqzRjsuqSRmoyggy74UA7.jpg,"[28, 14, 35]",43074,en,Ghostbusters,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",523.192,/wJmWliwXIgZOCCVOcGRBhce7xPS.jpg,2016-07-14,Ghostbusters,False,5.359,6247
False,/qAzYK4YPSWDc7aa4R43LcwRIAyb.jpg,"[28, 12, 878]",299537,en,Captain Marvel,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",504.682,/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,2019-03-06,Captain Marvel,False,6.822,15315
False,/4qCqAdHcNKeAHcK8tJ8wNJZa9cx.jpg,"[12, 28, 878]",11,en,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,440.016,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,1977-05-25,Star Wars,False,8.2,20071
False,/kK9v1wclQxug6ZUJucD4DTaHgVF.jpg,[18],1366,en,Rocky,An uneducated collector for a Philadelphia loan shark is given a once-in-a-lifetime opportunity to fight against the world heavyweight boxing champion.,473.113,/cqxg1CihGR5ge0i1wYXr4Rdeppu.jpg,1976-11-20,Rocky,False,7.788,7577
False,/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg,"[53, 80]",680,en,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",468.035,/d5iIlFn5s0ImszYzBPb8JPIfbXD.jpg,1994-09-10,Pulp Fiction,False,8.489,27173
False,/iy08wTsqcWYT2PFTEWFYcxepLeB.jpg,"[28, 53, 14, 9648, 12, 18]",634521,ja,約束のネバーランド,"A group of the smartest kids at a seemingly perfect orphanage uncover its dark secret, and they set in motion a dangerous and desperate escape plan.",312.764,/7tMAledkia9p72zON1nLRlyfHO7.jpg,2020-12-18,The Promised Neverland,False,7.4,46
False,/b6ZJZHUdMEFECvGiDpJjlfUWela.jpg,"[28, 12, 878]",284054,en,Black Panther,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",447.148,/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,2018-02-13,Black Panther,False,7.385,21719
False,/yY76zq9XSuJ4nWyPDuwkdV7Wt0c.jpg,"[28, 53, 878]",577922,en,Tenet,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",524.702,/k68nPLbIST6NP96JmTxmZijEvCA.jpg,2020-08-22,Tenet,False,7.184,9449
False,/n6bUvigpRFqSwmPp1m2YADdbRBc.jpg,"[80, 53, 18]",475557,en,Joker,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",463.156,/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,2019-10-01,Joker,False,8.161,24675
False,/pDKFL1zcHzEpmz4MJA5JJnRbJeD.jpg,"[27, 53, 18]",405774,en,Bird Box,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.",523.967,/rGfGfgL2pEPCfhIvqHXieXFn7gp.jpg,2018-12-13,Bird Box,False,6.842,9628
False,/7lmBufEG7P7Y1HClYK3gCxYrkgS.jpg,"[12, 28, 878]",10138,en,Iron Man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",450.761,/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,2010-04-28,Iron Man 2,False,6.841,20497
False,/xJHokMbljvjADYdit5fK5VQsXEG.jpg,"[12, 18, 878]",157336,en,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,385.615,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,2014-11-05,Interstellar,False,8.435,34467
False,/28kKbSUvUz6P5RE1AuMJMO7IMfK.jpg,"[28, 878, 12]",27205,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",420.34,/oYuLEt3zVCKq57qu2F8dT7NIa6f.jpg,2010-07-15,Inception,False,8.368,35812
False,/6iUNJZymJBMXXriQyFZfLAKnjO6.jpg,"[28, 12, 14]",297762,en,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,498.511,/imekS7f1OuHyUP2LAiTEM0zBzUz.jpg,2017-05-30,Wonder Woman,False,7.228,19563
False,/8lBViysvNJBPkl6zG1LVAaW3qhj.jpg,"[28, 12, 53]",206647,en,Spectre,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",434.994,/zj8ongFhtWNsVlfjOGo8pSr7PQg.jpg,2015-10-26,Spectre,False,6.544,10270
False,/4TFCA5Lm5miseV3Wy02yxurEQL9.jpg,"[878, 28, 18, 53]",119450,en,Dawn of the Planet of the Apes,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",311.258,/kScdQEwS9jPEdnO23XjGAtaoRcT.jpg,2014-07-08,Dawn of the Planet of the Apes,False,7.324,10987
False,/YL3GPOiDcNraIJOVDCZsoOBoDy.jpg,"[878, 28, 12, 53]",106,en,Predator,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,413.312,/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg,1987-06-12,Predator,False,7.528,7758
False,/lUlz0oE3zhAku7QvGoDJCeaFuiO.jpg,"[28, 9648, 53]",1111966,en,Mercy,"An ex-military doctor finds herself in a deadly battle for survival when the Irish mafia seize control of the hospital at which she works. When her son is taken hostage, she is forced to rely upon her battle-hardened past and lethal skills after realizing there’s no one left to save the day but her.",331.105,/8voINwqMlscROrjhN97fGkmhvEV.jpg,2023-05-12,Mercy,False,6.267,60
False,/w5IDXtifKntw0ajv2co7jFlTQDM.jpg,"[878, 9648, 12]",62,en,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",470.732,/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg,1968-04-02,2001: A Space Odyssey,False,8.078,11136
False,/tDmAhKMBv0e4sYyg4FX5LVfe64S.jpg,"[28, 878, 53, 10749]",1072589,th,สลิธ โปรเจกต์ล่า,"After a deadly forest fire sweeps the earth and fills the air with pollutants, society is on the brink of collapse and riddled with disease. The only hope seems to be in a legend come to life: that of the Slyth, a reptilian species that can disguise themselves as humans and possesses blood that can cure disease. The hunt is on.",313.362,/6muOqoxmcR1AzHhiKaPUfvvpCIq.jpg,2023-12-05,Slyth: The Hunt Saga,False,4.417,6
False,/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,"[878, 28]",335983,en,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",489.201,/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,2018-09-28,Venom,False,6.828,15374
False,/JdT3ywizJIICTZCb4dteyCspON.jpg,"[878, 12, 28]",609681,en,The Marvels,"Carol Danvers, aka Captain Marvel, has reclaimed her identity from the tyrannical Kree and taken revenge on the Supreme Intelligence. But unintended consequences see Carol shouldering the burden of a destabilized universe. When her duties send her to an anomalous wormhole linked to a Kree revolutionary, her powers become entangled with that of Jersey City super-fan Kamala Khan, aka Ms. Marvel, and Carol’s estranged niece, now S.A.B.E.R. astronaut Captain Monica Rambeau. Together, this unlikely trio must team up and learn to work in concert to save the universe.",387.303,/9GBhzXMFjgcZ3FdR9w3bUMMTps5.jpg,2023-11-08,The Marvels,False,6.133,2351
False,/x1Ex090BNIXcmaBYB2US0j3hBUF.jpg,"[28, 53, 18]",1057001,ko,The Childe,"Desperate to secure funds for his mother's surgery, an amateur boxer searches for the wealthy father he's never met. Traveling from the Philippines to Korea, he is relentlessly pursued and forced to confront a shocking truth.",322.191,/ydC8ubFXQfkPJDhkduMhbE9mTz7.jpg,2023-06-21,The Childe,False,7.211,95
False,/2qluV8y79LnBBHaMpwewCjQ1Htk.jpg,"[878, 27, 9648]",126889,en,Alien: Covenant,"The crew of the colony ship Covenant, bound for a remote planet on the far side of the galaxy, discovers what they think is an uncharted paradise but is actually a dark, dangerous world.",439.21,/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,2017-05-09,Alien: Covenant,False,6.112,8219
False,/2tE0A6WjLowwQOUY8se1Xlf3O6U.jpg,"[18, 36]",68730,en,Silence,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",395.861,/x5T0cQDYws0xRBVG4Q3wpcrcmax.jpg,2016-12-22,Silence,False,7.1,2969
False,/3zvZ699gMW2RhWc0GisIukzq0Ls.jpg,"[28, 12, 14]",284052,en,Doctor Strange,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",394.828,/7WfK17BXE6szXlm4WOxfswgbdsL.jpg,2016-10-25,Doctor Strange,False,7.422,21643
False,/hFtJz4TvoiJJcw2ZOMdhK22aU9P.jpg,[14],617127,en,Blade,A film set in the Marvel Cinematic Universe (MCU) based on the Marvel Comics character of the same name.,394.008,/fKqA4rgVJwrM7Gb3tQ9TGHnu8Tr.jpg,2025-11-05,Blade,False,0.0,0
False,/9pkZesKMnblFfKxEhQx45YQ2kIe.jpg,"[27, 53]",381288,en,Split,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",392.952,/lli31lYTFpvxVBeFHWoe5PMfW5s.jpg,2017-01-19,Split,False,7.345,16939
False,/wODqakS0jinTUECNS6n4VomQbew.jpg,"[14, 12, 35]",967847,en,Ghostbusters: Frozen Empire,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second Ice Age.",387.556,/e1J2oNzSBdou01sUvriVuoYp0pJ.jpg,2024-03-20,Ghostbusters: Frozen Empire,False,6.649,927
False,/oZwwwezJFlHmQGBRJDLmENXwOIt.jpg,"[9648, 27, 878]",378018,en,The Void,"In the middle of a routine patrol, officer Daniel Carter happens upon a blood-soaked figure limping down a deserted stretch of road. He rushes the young man to a nearby rural hospital staffed by a skeleton crew, only to discover that patients and personnel are transforming into something inhuman. As the horror intensifies, Carter leads the other survivors on a hellish voyage into the subterranean depths of the hospital in a desperate bid to end the nightmare before it's too late.",387.494,/c0WLRyT0AmUi41nVXBnqmJshIBn.jpg,2016-09-22,The Void,False,5.949,1175
False,/JdT3ywizJIICTZCb4dteyCspON.jpg,"[878, 12, 28]",609681,en,The Marvels,"Carol Danvers, aka Captain Marvel, has reclaimed her identity from the tyrannical Kree and taken revenge on the Supreme Intelligence. But unintended consequences see Carol shouldering the burden of a destabilized universe. When her duties send her to an anomalous wormhole linked to a Kree revolutionary, her powers become entangled with that of Jersey City super-fan Kamala Khan, aka Ms. Marvel, and Carol’s estranged niece, now S.A.B.E.R. astronaut Captain Monica Rambeau. Together, this unlikely trio must team up and learn to work in concert to save the universe.",387.303,/9GBhzXMFjgcZ3FdR9w3bUMMTps5.jpg,2023-11-08,The Marvels,False,6.132,2352
False,/baJHUXBcoaHnMf2sjwegbuhIjEV.jpg,[878],9482,en,Judge Dredd,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",386.937,/cfSnKn8NDU3m8UxihjVcYprA0Aq.jpg,1995-06-30,Judge Dredd,False,5.793,2358
False,/oe7mWkvYhK4PLRNAVSvonzyUXNy.jpg,"[28, 53]",359410,en,Road House,"Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.",386.494,/qbzMVUcNvT4bfRWniuOGGvZJJim.jpg,2024-03-08,Road House,False,7.02,1850
False,/xJHokMbljvjADYdit5fK5VQsXEG.jpg,"[12, 18, 878]",157336,en,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,385.615,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,2014-11-05,Interstellar,False,8.435,34467
False,/uBHeAB2Ug9ELBzkMyls8CUjzn4i.jpg,"[28, 878, 53]",64635,en,Total Recall,"Factory worker Doug Quaid takes a virtual mind-trip vacation with the Rekall company, opting for implanted memories of being a spy. When the procedure goes wrong, Quaid becomes a wanted man by the police and joins forces with a rebel fighter to stop the evil Chancellor Cohaagen.",384.932,/4M5urSlUyR2PtVBIoW9hLG9NQCQ.jpg,2012-08-02,Total Recall,False,6.014,5324
False,/hU1Q9YVzdYhokr8a9gLywnSUMlN.jpg,"[16, 12, 28, 14, 10751]",1147400,fr,"Miraculous World : Paris, Les Aventures de Toxinelle et Griffe Noire","Miraculous holders from another world appear in Paris. They come from a parallel universe where everything is reversed: the holders of Ladybug and Black Cat Miraculouses, Shadybug and Claw Noir, are the bad guys, and the holder of the Butterfly Miraculous, Hesperia, is a superhero. Ladybug and Cat Noir will have to help Hesperia counter the attacks of their evil doubles and prevent them from seizing the Butterfly's Miraculous. Can our heroes also help Hesperia make Shadybug and Claw Noir better people?",384.838,/7Md3nuV0ZprBTnkdR3OrUCEsrSP.jpg,2023-10-21,"Miraculous World: Paris, Tales of Shadybug and Claw Noir",False,7.577,188
False,/8aqTmCHLkktH7RZNALeaOMneHSl.jpg,"[27, 35]",16281,en,Creepshow,"Five tales in the style of classic '50s horror comics, involving a murdered man emerging from the grave, a meteor's ooze that makes everything grow, a snack for a crated creature, a scheming husband, and a malevolent millionaire with an insect phobia.",377.312,/4SoyTCEpsgLjX6yAyMsx3AsAyRQ.jpg,1982-11-10,Creepshow,False,6.935,973
False,/hO1oTBGNxO5fBKVEuWnSpICJH7c.jpg,"[27, 53]",424139,en,Halloween,"Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",373.309,/f7JAX5EGk4GgsEnus6OxyzwpFp7.jpg,2018-10-18,Halloween,False,6.556,4550
False,/k37Ccgu05Am1xxgN5GaW0HX9Kkl.jpg,"[27, 53]",1087388,en,Sting,"After raising an unnervingly talented spider in secret, 12-year-old Charlotte must face the truth about her pet and fight for her family's survival.",373.144,/zuSAZIG1PSrxFwPeAlGtg9LTwxo.jpg,2024-04-12,Sting,False,6.352,105
False,/AuKXTyCVzeIdtTe1NAQnJa1ZC7I.jpg,"[16, 14, 10751]",739547,en,Thelma the Unicorn,"Thelma dreams of being a glamorous unicorn. Then in a rare pink and glitter-filled moment of fate, Thelma's wish comes true. She rises to instant international stardom, but at an unexpected cost. After a while, Thelma realizes that she was happier as her ordinary, sparkle-free self. So she ditches her horn, scrubs off her sparkles, and returns home, where her best friend is waiting for her with a hug.",372.364,/yutiEZ7taGDNau2jGjKIdDwQpDw.jpg,2024-05-17,Thelma the Unicorn,False,6.8,88
False,/6aoyUbvu0419XLKLIMoH0TkEicH.jpg,"[80, 18]",103,en,Taxi Driver,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,368.216,/ekstpH614fwDX8DUln1a2Opz0N8.jpg,1976-02-09,Taxi Driver,False,8.151,11835
False,/7ZP8HtgOIDaBs12krXgUIygqEsy.jpg,"[878, 28, 14, 12]",601796,ko,외계+인 1부,"Gurus in the late Goryeo dynasty try to obtain a fabled, holy sword, and humans in 2022 hunt down an alien prisoner that is locked in a human's body. The two parties cross paths when a time-traveling portal opens up.",366.516,/8QVDXDiOGHRcAD4oM6MXjE0osSj.jpg,2022-07-20,Alienoid,False,6.9,345
False,/7kQvHmGyKJv2wSKVfCUux50rd7A.jpg,[878],920342,zh,异兽战场,"The soldier king Qin Yang's fiancée Ye Qin met with an unknown beast and died tragically. Gu Ping invites him to participate in Ye Qin's scientific research before her death. But Gu Ping is using Ye Qin's research results to combine the genes of unknown beasts to create the ""Zero"" dragon creature. The intelligent dragon creature, coupled with the extra-terrestrial beast evolved by devouring,  an imminent city war is coming...",364.529,/nBVYp2xxx2R02n21EGlDky8CgWR.jpg,2021-12-27,Monster's Battlefield,False,7.12,46
False,/mg08WeXL6GWEJHUPAf6p9RD7Z1.jpg,"[27, 9648]",635,en,Angel Heart,"Harry Angel, a down-and-out Brooklyn detective, is hired to track down a singer on an odyssey that will take him through the desperate streets of Harlem, the smoke-filled jazz clubs of New Orleans, and the swamps of Louisiana and its seedy underworld of voodoo.",363.423,/h5v3wjJQNB7q2RntEnKDLhKtTFE.jpg,1987-03-06,Angel Heart,False,7.137,1462
False,/6MmYsaK6poR8f4R8jsBnJBU5tfd.jpg,"[18, 35]",400928,en,Gifted,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",408.385,/7YB2YrMwIm1g8FyZtlvmVDfRnAT.jpg,2017-04-07,Gifted,False,8.035,5238
False,/baJHUXBcoaHnMf2sjwegbuhIjEV.jpg,[878],9482,en,Judge Dredd,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",386.937,/cfSnKn8NDU3m8UxihjVcYprA0Aq.jpg,1995-06-30,Judge Dredd,False,5.793,2355
False,/2tE0A6WjLowwQOUY8se1Xlf3O6U.jpg,"[18, 36]",68730,en,Silence,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",395.861,/x5T0cQDYws0xRBVG4Q3wpcrcmax.jpg,2016-12-22,Silence,False,7.125,2969
